Voters,Greeting,Vote,date
Greenspan,Chairman,Yes,20010320
McDonough,Vice Chairman,Yes,20010320
Ferguson,Preisdent,Yes,20010320
Gramlich,Governor,Yes,20010320
Hoenig,President,Yes,20010320
Kelley,Governor,Yes,20010320
Meyer,Governor,Yes,20010320
Minehan,President,Yes,20010320
Moskow,President,Yes,20010320
Poole,President,Yes,20010320
