Voters,Greeting,Vote,date
Greenspan,Chairman,Yes,19971112
McDonough,Vice Chairman,Yes,19971112
Broaddus,President,No,19971112
Ferguson,Governor,Yes,19971112
Gramlich,Governor,Yes,19971112
Guynn,Preisdent,Yes,19971112
Kelley,Governor,Yes,19971112
Meyer,Governor,Yes,19971112
Moskow,President,Yes,19971112
Parry,President,Yes,19971112
Phillips,Governor,Yes,19971112
Rivlin,Governor,Yes,19971112
