Voters,Greeting,Vote,date
Bernanke,Chairman,Yes,20090429
Dudley,Vice Chairman,Yes,20090429
Duke,Governor,Yes,20090429
Evans,President,Yes,20090429
Kohn,Governor,Yes,20090429
Lacker,President,Yes,20090429
Lockhart,President,Yes,20090429
Tarullo,Governor,Yes,20090429
Warsh,Governor,Yes,20090429
Yellen,President,Yes,20090429
