Voters,Greeting,Vote,date
Bernanke,Chairman,Yes,20070509
Geithner,Vice Chairman,Yes,20070509
Hoenig,President,Yes,20070509
Kohn,Governor,Yes,20070509
Kroszner,Governor,Yes,20070509
Minehan,President,Yes,20070509
Mishkin,Governor,Yes,20070509
Moskow,President,Yes,20070509
Poole,President,Yes,20070509
Warsh,Governor,Yes,20070509
