Voters,Greeting,Vote,date
Greenspan,Chairman,Yes,20020924
McDonough,Vice Chairman,Yes,20020924
Bernanke,Governer,Yes,20020924
Bies,Governor,Yes,20020924
Ferguson,Governor,Yes,20020924
Gramlich,Governor,No,20020924
Jordan,President,Yes,20020924
Kohn,Governor,Yes,20020924
McTeer,President,No,20020924
Olson,Governor,Yes,20020924
Santomero,President,Yes,20020924
Stern,President,Yes,20020924
