Voters,Greeting,Vote,date
Greenspan,Chairman,Yes,19950201
McDonough,Vice Chairman,Yes,19950201
Blinder,Governor,Yes,19950201
Hoenig,President,Yes,19950201
Kelley,Governor,Yes,19950201
Laware,Governor,Yes,19950201
Lindsey,Governor,Yes,19950201
Melzer,President,Yes,19950201
Minehan,President,Yes,19950201
Moskow,President,Yes,19950201
Phillips,Governor,Yes,19950201
Yellen,Governor,Yes,19950201
