Voters,Greeting,Vote,date
Greenspan,Chairman,Yes,20030506
McDonough,Vice Chairman,Yes,20030506
Bernanke,Governor,Yes,20030506
Bies,Governor,Yes,20030506
Broaddus,President,Yes,20030506
Ferguson,Governor,Yes,20030506
Gramlich,Governor,Yes,20030506
Guynn,Presidnet,Yes,20030506
Kohn,Governor,Yes,20030506
Moskow,President,Yes,20030506
Olson,Governor,Yes,20030506
Parry,President,Yes,20030506
