Voters,Greeting,Vote,date
Powell,Chairman,Yes,20180801
Williams,Vice Chairman,Yes,20180801
Barkin,President,Yes,20180801
Bostic,President,Yes,20180801
Brainard,Governor,Yes,20180801
Mester,President,Yes,20180801
Quarles,Governor,Yes,20180801
George,President,Yes,20180801
