Voters,Greeting,Vote,date
Yellen,Chair,Yes,20140730
Dudley,Vice Chairman,Yes,20140730
Brainard,Governor,Yes,20140730
Fischer,Governor,Yes,20140730
Fisher,President,Yes,20140730
Kocherlakota,President,Yes,20140730
Mester,President,Yes,20140730
Plosser,President,No,20140730
Powell,Governor,Yes,20140730
Tarullo,Governor,Yes,20140730
