Voters,Greeting,Vote,date
Greenspan,Chairman,Yes,19991005
McDonough,Vice Chairman,Yes,19991005
Boehne,Preisdent,Yes,19991005
Ferguson,Governor,Yes,19991005
Gramlich,Governor,Yes,19991005
Kelley,Governor,Yes,19991005
McTeer,President,Yes,19991005
Meyer,Governor,Yes,19991005
Moskow,Preisdent,Yes,19991005
Stern,President,Yes,19991005
