Voters,Greeting,Vote,date
Yellen,Chair,Yes,20140319
Dudley,Vice Chairman,Yes,20140319
Fisher,President,Yes,20140319
Kocherlakota,President,No,20140319
Pianalto,President,Yes,20140319
Plosser,President,Yes,20140319
Powell,Governor,Yes,20140319
Stein,Governor,Yes,20140319
Tarullo,Governor,Yes,20140319
