Voters,Greeting,Vote,date
Greenspan,Chairman,Yes,20021210
McDonough,Vice Chairman,Yes,20021210
Bernanke,Governer,Yes,20021210
Bies,Governor,Yes,20021210
Ferguson,Governor,Yes,20021210
Gramlich,Governor,Yes,20021210
Jordan,President,Yes,20021210
Kohn,Governor,Yes,20021210
McTeer,President,Yes,20021210
Olson,Governor,Yes,20021210
Santomero,President,Yes,20021210
Stern,President,Yes,20021210
