Voters,Greeting,Vote,date
Bernanke,Chairman,Yes,20110622
Dudley,Vice Chairman,Yes,20110622
Duke,Governor,Yes,20110622
Evans,President,Yes,20110622
Fisher,President,Yes,20110622
Kocherlakota,President,Yes,20110622
Plosser,President,Yes,20110622
Raskin,Governor,Yes,20110622
Tarullo,Governor,Yes,20110622
Yellen,Governor,Yes,20110622
