Voters,Greeting,Vote,date
Greenspan,Chairman,Yes,19980331
McDonough,Vice Chairman,Yes,19980331
Ferguson,Governor,Yes,19980331
Gramlich,Governor,Yes,19980331
Hoenig,President,Yes,19980331
Jordan,President,Yes,19980331
Kelley,Governor,Yes,19980331
Meyer,Governor,Yes,19980331
Minehan,Preisdent,Yes,19980331
Phillips,Governor,Yes,19980331
Poole,President,Yes,19980331
Rivlin,Governor,Yes,19980331
