Voters,Greeting,Vote,date
Greenspan,Chairman,Yes,20011002
McDonough,Vice Chairman,Yes,20011002
Ferguson,Governor,Yes,20011002
Gramlich,Governor,Yes,20011002
Hoenig,President,Yes,20011002
Kelley,Governor,Yes,20011002
Meyer,Governor,Yes,20011002
Minehan,President,Yes,20011002
Moskow,President,Yes,20011002
Poole,President,Yes,20011002
