Voters,Greeting,Vote,date
Bernanke,Chairman,Yes,20100623
Dudley,Vice Chairman,Yes,20100623
Bullard,President,Yes,20100623
Duke,Governor,Yes,20100623
Hoenig,President,No,20100623
Kohn,Governor,Yes,20100623
Pianalto,President,Yes,20100623
Rosengren,President,Yes,20100623
Tarullo,Governor,Yes,20100623
Warsh,Governor,Yes,20100623
