Voters,Greeting,Vote,date
Greenspan,Chairman,Yes,19980519
McDonough,Vice Chairman,Yes,19980519
Ferguson,Governor,Yes,19980519
Gramlich,Governor,Yes,19980519
Hoenig,President,Yes,19980519
Jordan,President,No,19980519
Kelley,Governor,Yes,19980519
Meyer,Governor,Yes,19980519
Minehan,Preisdent,Yes,19980519
Phillips,Governor,Yes,19980519
Poole,President,No,19980519
Rivlin,Governor,Yes,19980519
