Voters,Greeting,Vote,date
Greenspan,Chairman,Yes,20030318
McDonough,Vice Chairman,Yes,20030318
Bernanke,Governor,Yes,20030318
Bies,Governor,Yes,20030318
Broaddus,President,Yes,20030318
Ferguson,Governor,Yes,20030318
Gramlich,Governor,Yes,20030318
Guynn,Presidnet,Yes,20030318
Kohn,Governor,Yes,20030318
Moskow,President,Yes,20030318
Olson,Governor,Yes,20030318
Parry,President,Yes,20030318
