Voters,Greeting,Vote,date
Bernanke,Chairman,Yes,20081216
Cumming,First Vice President,Yes,20081216
Duke,Governor,Yes,20081216
Fisher,President,No,20081216
Kohn,Governor,Yes,20081216
Kroszner,Governor,Yes,20081216
Pianalto,President,Yes,20081216
Plosser,President,Yes,20081216
Stern,President,Yes,20081216
Warsh,Governor,Yes,20081216
