Voters,Greeting,Vote,date
Bernanke,Chairman,Yes,20120913
Dudley,Vice Chairman,Yes,20120913
Duke,Governor,Yes,20120913
Lacker,President,No,20120913
Lockhart,President,Yes,20120913
Pianalto,President,Yes,20120913
Powell,Governor,Yes,20120913
Raskin,Governor,Yes,20120913
Stein,Governor,Yes,20120913
Tarullo,Governor,Yes,20120913
Williams,President,Yes,20120913
Yellen,Governor,Yes,20120913
