Voters,Greeting,Vote,date
Bernanke,Chairman,Yes,20081029
Geithner,Vice Chairman,Yes,20081029
Duke,Governor,Yes,20081029
Fisher,President,Yes,20081029
Kohn,Governor,Yes,20081029
Kroszner,Governor,Yes,20081029
Pianalto,President,Yes,20081029
Plosser,President,Yes,20081029
Stern,President,Yes,20081029
Warsh,Governor,Yes,20081029
