Voters,Greeting,Vote,date
Yellen,Chair,Yes,20170315
Dudley,Vice Chairman,Yes,20170315
Brainard,Governor,Yes,20170315
Evans,President,Yes,20170315
Fischer,Governor,Yes,20170315
Harker,President,Yes,20170315
Kaplan,President,Yes,20170315
Kashkari,President,No,20170315
Powell,Governor,Yes,20170315
Tarullo,Governor,Yes,20170315
