Voters,Greeting,Vote,date
Yellen,Chair,Yes,20150729
Dudley,Vice Chairman,Yes,20150729
Brainard,Governor,Yes,20150729
Evans,President,Yes,20150729
Fischer,Governor,Yes,20150729
Lacker,President,Yes,20150729
Lockhart,President,Yes,20150729
Powell,Governor,Yes,20150729
Tarullo,Governor,Yes,20150729
Williams,President,Yes,20150729
