Voters,Greeting,Vote,date
Bernanke,Chairman,Yes,20070321
Geithner,Vice Chairman,Yes,20070321
Hoenig,President,Yes,20070321
Kohn,Governor,Yes,20070321
Kroszner,Governor,Yes,20070321
Minehan,President,Yes,20070321
Mishkin,Governor,Yes,20070321
Moskow,President,Yes,20070321
Poole,President,Yes,20070321
Warsh,Governor,Yes,20070321
