Voters,Greeting,Vote,date
Greenspan,Chairman,Yes,20040316
Geithner,Vice Chairman,Yes,20040316
Bernanke,Governor,Yes,20040316
Bies,Governor,Yes,20040316
Ferguson,Governor,Yes,20040316
Gramlich,Governor,Yes,20040316
Hoenig,Preisdent,Yes,20040316
Kohn,Governor,Yes,20040316
Minehan,President,Yes,20040316
Olson,Governor,Yes,20040316
Pianalto,President,Yes,20040316
Poole, President,Yes,20040316
