Voters,Greeting,Vote,date
Bernanke,Chairman,Yes,20070918
Geithner,Vice Chairman,Yes,20070918
Evans,President,Yes,20070918
Hoenig,President,Yes,20070918
Kohn,Governor,Yes,20070918
Kroszner,Governor,Yes,20070918
Mishkin,Governor,Yes,20070918
Poole,President,Yes,20070918
Rosengren,President,Yes,20070918
Warsh,Governor,Yes,20070918
