Voters,Greeting,Vote,date
Bernanke,Chairman,Yes,20120801
Dudley,Vice Chairman,Yes,20120801
Duke,Governor,Yes,20120801
Lacker,President,No,20120801
Lockhart,President,Yes,20120801
Pianalto,President,Yes,20120801
Powell,Governor,Yes,20120801
Raskin,Governor,Yes,20120801
Stein,Governor,Yes,20120801
Tarullo,Governor,Yes,20120801
Williams,President,Yes,20120801
Yellen,Governor,Yes,20120801
