Voters,Greeting,Vote,date
Yellen,Chair,Yes,20170726
Dudley,Vice Chairman,Yes,20170726
Brainard,Governor,Yes,20170726
Evans,President,Yes,20170726
Fischer,Governor,Yes,20170726
Harker,President,Yes,20170726
Kaplan,President,Yes,20170726
Kashkari,President,Yes,20170726
Powell,Governor,Yes,20170726
