Voters,Greeting,Vote,date
Bernanke,Chairman,Yes,20110921
Dudley,Vice Chairman,Yes,20110921
Duke,Governor,Yes,20110921
Evans,President,Yes,20110921
Fisher,President,No,20110921
Kocherlakota,President,No,20110921
Plosser,President,No,20110921
Raskin,Governor,Yes,20110921
Tarullo,Governor,Yes,20110921
Yellen,Governor,Yes,20110921
