Voters,Greeting,Vote,date
Greenspan,Chairman,Yes,20001219
McDonough,Vice Chairman,Yes,20001219
Broaddus,Preisdent,Yes,20001219
Ferguson,Governor,Yes,20001219
Gramlich,Governor,Yes,20001219
Guynn,President,Yes,20001219
Jordan,President,Yes,20001219
Kelley,Governor,Yes,20001219
Meyer,Governor,Yes,20001219
Parry,President,Yes,20001219
