Voters,Greeting,Vote,date
Greenspan,Chairman,Yes,20030916
Bernanke,Governor,Yes,20030916
Bies,Governor,Yes,20030916
Broaddus,President,Yes,20030916
Ferguson,Governor,Yes,20030916
Gramlich,Governor,Yes,20030916
Guynn,Presidnet,Yes,20030916
Kohn,Governor,Yes,20030916
Moskow,President,Yes,20030916
Olson,Governor,Yes,20030916
Parry,President,Yes,20030916
Stewart,First Vice President,Yes,20030916
