Clean Names,Greeting,Position,date
Greenspan,Mr,chairman,19960326
McDonough,Mr,vice chairman,19960326
Boehne,Mr,president,19960326
Jordan,Mr,president,19960326
Kelley,Mr,governor,19960326
Lindsey,Mr,governor,19960326
Mcteer,Mr,president,19960326
Phillips,Ms,governor,19960326
Stern,Mr,president,19960326
Yellen,Ms,governor,19960326
Broaddus,Mr,president,19960326
Guynn,Mr,president,19960326
Moskow,Mr,president,19960326
Parry,Mr,president,19960326
Hoenig,Mr,president,19960326
Melzer,Mr,president,19960326
Minehan,Ms,president,19960326
Kohn,Mr,secretary and economist,19960326
Bernard,Mr,deputy secretary,19960326
Coyne,Mr,assistant secretary,19960326
Gillum,Mr,assistant secretary,19960326
Mattingly,Mr,general counsel,19960326
Baxter,Mr,deputy general counsel,19960326
Prell,Mr,economist,19960326
Truman,Mr,economist,19960326
Lang,Mr,associate economist,19960326
Mishkin,Mr,associate economist,19960326
Promisel,Mr,associate economist,19960326
Rolnick,Mr,associate economist,19960326
Rosenblum,Mr,associate economist,19960326
Siegman,Mr,associate economist,19960326
Simpson,Mr,associate economist,19960326
Sniderman,Mr,associate economist,19960326
Stockton,Mr,associate economist,19960326
Fisher,Mr,system open market account manager,19960326
Ettin,Mr,deputy director,19960326
Reinhart,Mr,assistant director,19960326
Low,Ms,open market secretariat assistant,19960326
Stone,Mr,first vice president,19960326
Davis,Mr,senior vice president,19960326
Dewald,Mr,senior vice president,19960326
Goodfriend,Mr,senior vice president,19960326
Hunter,Mr,senior vice president,19960326
Judd,Mr,vice president,19960326
Rosenbaum,Ms,vice president,19960326
Rosengreen,Mr,vice president,19960326
Bentley,Mr,assistant vice president,19960326
