Clean Names,Greeting,Position,date
Bernanke,Mr,chairman,20080318
Geithner,Mr,vice chairman,20080318
Fisher,Mr,president,20080318
Kohn,Mr,governor,20080318
Kroszner,Mr,governor,20080318
Mishkin,Mr,governor,20080318
Pianalto,Ms,president,20080318
Plosser,Mr,president,20080318
Stern,Mr,president,20080318
Warsh,Mr,governor,20080318
Evans,Mr,president,20080318
Lacker,Mr,president,20080318
Lockart,Mr,president,20080318
Yellen,Ms,president,20080318
Hoenig,Mr,president,20080318
Rosengren,Mr,president,20080318
Sapenaro,Mr,first vice president,20080318
Madigan,Mr,secretary and economist,20080318
Danker,Ms,deputy secretary,20080318
Smith,Ms,assistant secretary,20080318
Skidmore,Mr,assistant secretary,20080318
Alvarez,Mr,general counsel,20080318
Ashton,Mr,assistant general counsel,20080318
Sheets,Mr,economist,20080318
Stockton,Mr,economist,20080318
Connors,Mr,associate economist,20080318
English,Mr,associate economist,20080318
Kamin,Mr,associate economist,20080318
Mester,Ms,associate economist,20080318
Rolnick,Mr,associate economist,20080318
Rosenblum,Mr,associate economist,20080318
Slifman,Mr,associate economist,20080318
Sniderman,Mr,associate economist,20080318
Wilcox,Mr,associate economist,20080318
Dudley,Mr,system open market account manager,20080318
Parkinson,Mr,deputy director,20080318
Bailey,Ms,deputy director,20080318
Clouse,Mr,deputy director,20080318
Struckmeyer,Mr,deputy staff director,20080318
Liang,Ms,associate director,20080318
Reifschneider,Mr,associate director,20080318
Wascher,Mr,associate director,20080318
Gagnon,Mr,visiting associate director,20080318
Blanchard,Mr,assistant to the board,20080318
Carpenter,Mr,assistant director,20080318
Small,Mr,project manager,20080318
Luecke,Mr,section chief,20080318
Low,Ms,open market secretariat specialist,20080318
Judd,Mr,executive vice president,20080318
Altig,Mr,senior vice president,20080318
Rasche,Mr,senior vice president,20080318
Sellon,Mr,senior vice president,20080318
Sullivan,Mr,senior vice president,20080318
Olivei,Mr,vice president,20080318
Pesenti,Mr,assistant vice president,20080318
Hetzel,Mr,senior economist,20080318
