Clean Names,Greeting,Position,date
Greenspan,Mr,chairman,20011106
McDonough,Mr,vice chairman,20011106
Ferguson,Mr,governor,20011106
Gramlich,Mr,governor,20011106
Hoenig,Mr,president,20011106
Kelley,Mr,governor,20011106
Meyer,Mr,governor,20011106
Minehan,Ms,president,20011106
Moskow,Mr,president,20011106
Poole,Mr,president,20011106
Jordan,Mr,president,20011106
Mcteer,Mr,president,20011106
Santomero,Mr,president,20011106
Stern,Mr,president,20011106
Stewart,Mr,president,20011106
Broaddus,Mr,president,20011106
Guynn,Mr,president,20011106
Parry,Mr,president,20011106
Kohn,Mr,secretary and economist,20011106
Bernard,Mr,deputy secretary,20011106
Gillum,Mr,assistant secretary,20011106
Smith,Ms,assistant secretary,20011106
Mattingly,Mr,general counsel,20011106
Johnson,Ms,economist,20011106
Reinhart,Mr,economist,20011106
Stockton,Mr,economist,20011106
Fuhrer,Mr,associate economist,20011106
Cumming,Ms,associate economist,20011106
Hakkio,Mr,associate economist,20011106
Howard,Mr,associate economist,20011106
Lindsey,Mr,associate economist,20011106
Slifman,Mr,associate economist,20011106
Wilcox,Mr,associate economist,20011106
Kos,Mr,system open market account manager,20011106
Winn,Mr,assistant to the board,20011106
Ettin,Mr,deputy director,20011106
Madigan,Mr,deputy director,20011106
Simpson,Mr,senior adviser,20011106
Oliner,Mr,associate director,20011106
Struckmeyer,Mr,associate director,20011106
Kamin,Mr,assistant director,20011106
Whitesell,Mr,assistant director,20011106
Skidmore,Mr,special assistant to the director,20011106
Low,Ms,open market secretariat assistant,20011106
Cox,Mr,senior vice president,20011106
Goodfriend,Mr,senior vice president,20011106
Mester,Ms,senior vice president,20011106
Perelmuter,Ms,senior vice president,20011106
Rolnick,Mr,senior vice president,20011106
Sniderman,Mr,senior vice president,20011106
Thornton,Mr,vice president,20011106
Robertson,Mr,assistant vice president,20011106
Rudebusch,Mr,senior research adviser,20011106
