Clean Names,Greeting,Position,date
Greenspan,Mr,chairman,20000628
McDonough,Mr,vice chairman,20000628
Broaddus,Mr,chairman,20000628
Ferguson,Mr,vice chairman,20000628
Gramlich,Mr,president,20000628
Guynn,Mr,president,20000628
Jordan,Mr,governor,20000628
Kelley,Mr,president,20000628
Meyer,Mr,president,20000628
Parry,Mr,governor,20000628
Hoenig,Mr,governor,20000628
Minehan,Ms,president,20000628
Moskow,Mr,president,20000628
Poole,Mr,president,20000628
Mcteer,Mr,president,20000628
Stern,Mr,president,20000628
Kohn,Mr,secretary and economist,20000628
Bernard,Mr,deputy secretary,20000628
Fox,Ms,assistant secretary,20000628
Gillum,Mr,assistant secretary,20000628
Mattingly,Mr,general counsel,20000628
Baxter,Mr,deputy general counsel,20000628
Johnson,Ms,economist,20000628
Stockton,Mr,economist,20000628
Cumming,Ms,associate economist,20000628
Eisenbeis,Mr,associate economist,20000628
Goodfriend,Mr,associate economist,20000628
Howard,Mr,associate economist,20000628
Lindsey,Mr,associate economist,20000628
Reinhart,Mr,associate economist,20000628
Simpson,Mr,associate economist,20000628
Fisher,Mr,system open market account manager,20000628
Winn,Mr,assistant to the board,20000628
Ettin,Mr,deputy director,20000628
Madigan,Mr,associate director,20000628
Slifman,Mr,associate director,20000628
Porter,Mr,deputy associate director,20000628
Freeman,Mr,assistant director,20000628
Oliner,Mr,assistant director,20000628
Struckmeyer,Mr,assistant director,20000628
Whitesell,Mr,assistant director,20000628
Zickler,Ms,assistant director,20000628
Reifschneider,Mr,section chief,20000628
Bomfim,Mr,economist,20000628
Garrett,Ms,economist,20000628
Low,Ms,open market secretariat assistant,20000628
Pianalto,Ms,first vice president,20000628
Stone,Mr,first vice president,20000628
Hakkio,Mr,senior vice president,20000628
Hunter,Mr,senior vice president,20000628
Lang,Mr,senior vice president,20000628
Rasche,Mr,senior vice president,20000628
Rosenblum,Mr,senior vice president,20000628
Altig,Mr,vice president,20000628
Fuhrer,Mr,vice president,20000628
Judd,Mr,vice president,20000628
Perelmuter,Ms,vice president,20000628
Weber,Mr,vice president,20000628
