Clean Names,Greeting,Position,date
Yellen,Ms,chairman,20140730
Dudley,Mr,vice chairman,20140730
Brainard,Ms,governor,20140730
Fischer,Mr,governor,20140730
Fisher,Mr,president,20140730
Kocherlakota,Mr,president,20140730
Mester,Ms,president,20140730
Plosser,Mr,president,20140730
Powell,Mr,governor,20140730
Tarullo,Mr,governor,20140730
Evans,Mr,president,20140730
Lacker,Mr,president,20140730
Lockhart,Mr,president,20140730
Williams,Mr,president,20140730
Bullard,Mr,president,20140730
George,Ms,president,20140730
Rosengren,Mr,president,20140730
English,Mr,secretary and economist,20140730
Luecke,Mr,deputy secretary,20140730
Smith,Ms,assistant secretary,20140730
Alvarez,Mr,general counsel,20140730
Baxter,Mr,deputy general counsel,20140730
Kamin,Mr,economist,20140730
Wilcox,Mr,economist,20140730
Clouse,Mr,associate economist,20140730
Connors,Mr,associate economist,20140730
Koenig,Mr,associate economist,20140730
Laubach,Mr,associate economist,20140730
Leahy,Mr,associate economist,20140730
Pesenti,Mr,associate economist,20140730
Schweitzer,Mr,associate economist,20140730
Wascher,Mr,associate economist,20140730
Potter,Mr,system open market account manager,20140730
Logan,Ms,deputy manager,20140730
Frierson,Mr,secretary of the board,20140730
Liang,Ms,director,20140730
Eichner,Mr,deputy director,20140730
Hunter,Ms,deputy director,20140730
Meyer,Mr,deputy director,20140730
Nelson,Mr,deputy director,20140730
Faust,Mr,special adviser to the board,20140730
Tevlin,Ms,special adviser to the board,20140730
Reeve,Mr,special adviser to the board,20140730
Robertson,Ms,assistant to the board,20140730
Meade,Ms,senior adviser,20140730
Zickler,Ms,senior adviser,20140730
Bowman,Mr,associate director,20140730
Lebow,Mr,associate director,20140730
Palumbo,Mr,associate director,20140730
Natalucci,Mr,associate director,20140730
Weinbach,Ms,associate director,20140730
Ihrig,Ms,deputy associate director,20140730
Engstrom,Mr,adviser,20140730
Mccabe,Mr,adviser,20140730
Pence,Ms,adviser,20140730
Beattie,Ms,assistant to the secretary,20140730
Covas,Mr,section chief,20140730
Klee,Ms,section chief,20140730
Small,Mr,project manager,20140730
Ross,Ms,manager,20140730
Mertens,Mr,senior economist,20140730
Garavuso,Mr,records project manager,20140730
Stefani,Mr,first vice president,20140730
Altig,Mr,executive vice president,20140730
Feldman,Mr,executive vice president,20140730
Fuhrer,Mr,executive vice president,20140730
Sullivan,Mr,executive vice president,20140730
Dotsey,Mr,senior vice president,20140730
Mcconnell,Ms,senior vice president,20140730
Furlong,Mr,group vice president,20140730
Martin,Mr,vice president,20140730
Tillett,Mr,vice president,20140730
Wheelock,Mr,vice president,20140730
Willis,Mr,vice president,20140730
Zobel,Ms,vice president,20140730
Hetzel,Mr,senior economist,20140730
