Clean Names,Greeting,Position,date
Greenspan,Mr,chairman,20020507
McDonough,Mr,vice chairman,20020507
Bies,Ms,governor,20020507
Ferguson,Mr,governor,20020507
Gramlich,Mr,governor,20020507
Jordan,Mr,president,20020507
Mcteer,Mr,president,20020507
Olson,Mr,governor,20020507
Santomero,Mr,president,20020507
Stern,Mr,president,20020507
Broaddus,Mr,president,20020507
Guynn,Mr,president,20020507
Moskow,Mr,president,20020507
Parry,Mr,president,20020507
Hoenig,Mr,president,20020507
Minehan,Ms,president,20020507
Poole,Mr,president,20020507
Kohn,Mr,secretary and economist,20020507
Bernard,Mr,deputy secretary,20020507
Gillum,Mr,assistant secretary,20020507
Smith,Ms,assistant secretary,20020507
Mattingly,Mr,general counsel,20020507
Baxter,Mr,deputy general counsel,20020507
Johnson,Ms,economist,20020507
Reinhart,Mr,economist,20020507
Stockton,Mr,economist,20020507
Connors,Mr,associate economist,20020507
Cumming,Ms,associate economist,20020507
Howard,Mr,associate economist,20020507
Lindsey,Mr,associate economist,20020507
Mester,Ms,associate economist,20020507
Kos,Mr,system open market account manager,20020507
Ettin,Mr,deputy director,20020507
Madigan,Mr,deputy director,20020507
Slifman,Mr,associate director,20020507
Struckmeyer,Mr,associate director,20020507
Whitesell,Mr,deputy associate director,20020507
Clouse,Mr,assistant director,20020507
Simpson,Mr,senior adviser,20020507
Skidmore,Mr,special assistant to the board,20020507
Low,Ms,open market secretariat assistant,20020507
Barron,Mr,first vice president,20020507
Eisenbeis,Mr,senior vice president,20020507
Fuhrer,Mr,senior vice president,20020507
Goodfriend,mr,senior vice president,20020507
Hakkio,Mr,senior vice president,20020507
Hunter,Mr,senior vice president,20020507
Judd,Mr,senior vice president,20020507
Perelmuter,Ms,senior vice president,20020507
Altig,Mr,vice president,20020507
Coughlin,Mr,vice president,20020507
