Clean Names,Greeting,Position,date
Yellen,Ms,chair,20151028
Dudley,Mr,vice chairman,20151028
Brainard,Ms,governor,20151028
Evans,Mr,president,20151028
Fischer,Mr,governor,20151028
Lacker,Mr,president,20151028
Lockhart,Mr,president,20151028
Powell,Mr,governor,20151028
Tarullo,Mr,governor,20151028
Williams,Mr,president,20151028
Bullard,Mr,president,20151028
George,Ms,president,20151028
Mester,Ms,president,20151028
Rosengren,Mr,president,20151028
Strine,Mr,first vice president,20151028
Harker,Mr,president,20151028
Kaplan,Mr,president,20151028
Kocherlakota,Mr,president,20151028
Madigan,Mr,secretary,20151028
Luecke,Mr,deputy secretary,20151028
Skidmore,Mr,assistant secretary,20151028
Smith,Ms,assistant secretary,20151028
Alvarez,Mr,general counsel,20151028
Kamin,Mr,economist,20151028
Laubach,Mr,economist,20151028
Wilcox,Mr,economist,20151028
Altig,Mr,associate economist,20151028
Connors,Mr,associate economist,20151028
Engen,Mr,associate economist,20151028
Leahy,Mr,associate economist,20151028
Nelson,Mr,associate economist,20151028
Rudebusch,Mr,associate economist,20151028
Sullivan,Mr,associate economist,20151028
Wascher,Mr,associate economist,20151028
Potter,Mr,system open market account manager,20151028
Logan,Ms,deputy manager,20151028
Frierson,Mr,secretary of the board,20151028
Gibson,Mr,director,20151028
Liang,Ms,director,20151028
Shanks,Ms,deputy secretary,20151028
Clouse,Mr,deputy director,20151028
Meyer,Mr,deputy director,20151028
Lehnert,Mr,deputy director,20151028
English,Mr,senior special adviser,20151028
Figura,Mr,adviser to the board,20151028
Tevlin,Ms,adviser to the board,20151028
Reeve,Mr,special adviser to the chair,20151028
Robertson,Ms,assistant to the board,20151028
Lebow,Mr,senior associate director,20151028
Rudd,Mr,senior adviser,20151028
Zickler,Ms,senior adviser,20151028
Natalucci,Mr,associate director,20151028
Gruber,Mr,deputy associate director,20151028
Ihrig,Ms,deputy associate director,20151028
Lopez-Salido,Mr,deputy associate director,20151028
Follette,Mr,assistant director,20151028
Robertson,Mr,assistant director,20151028
Gust,Mr,assistant director,20151028
Tetlow,Mr,adviser,20151028
Beattie,Ms,assistant to the secretary,20151028
Burnett,Ms,section chief,20151028
Raffo,Mr,section chief,20151028
Small,Mr,project manager,20151028
Kitsul,Mr,senior economist,20151028
Johannsen,Mr,economist,20151028
Sapenaro,Mr,first vice president,20151028
Fuhrer,Mr,executive vice president,20151028
Yi,Mr,special policy advisor to the president,20151028
Dotsey,Mr,senior vice president,20151028
Held,Mr,senior vice president,20151028
Koenig,Mr,senior vice president,20151028
Waller,Mr,senior vice president,20151028
Knotek,Mr,vice president,20151028
Kahn,Mr,vice president,20151028
Rich,Mr,assistant vice president,20151028
Tambalotti,Mr,assistant vice president,20151028
Hornstein,Mr,senior advisor,20151028
Zhang,Mr,senior economist,20151028
