Clean Names,Greeting,Position,date
Miller,Mr,chairman,19780815
Volcker,Mr,vice chairman,19780815
Baughman,Mr,president,19780815
Coldwell,Mr,president,19780815
Eastburn,Mr,president,19780815
Gardner,Mr,governor,19780815
Jackson,Mr,governor,19780815
Partee,Mr,governor,19780815
Wallich,Mr,governor,19780815
Willes,Mr,president,19780815
Winn,Mr,president,19780815
Balles,Mr,president,19780815
Kimbrel,Mr,president,19780815
Mayo,Mr,president,19780815
Morris,Mr,president,19780815
Altman,Mr,deputy secretary,19780815
Bernard,Mr,secretary,19780815
Oconnell,Mr,general counsel,19780815
Axilrod,Mr,economist,19780815
Burns,Mr,associate economist,19780815
J Davis,Mr,associate economist,19780815
R Davis,Mr,associate economist,19780815
Ettin,Mr,associate economist,19780815
Kaminow,Mr,associate economist,19780815
Keir,Mr,associate economist,19780815
Truman,Mr,associate economist,19780815
Zeisel,Mr,associate economist,19780815
Pardee,Mr,deputy manager for foreign operations,19780815
Sternlight,Mr,deputy manager for domestic operations,19780815
Coyne,Mr,assistant to the board of governors,19780815
Kalchbrenner,Mr,associate director,19780815
Siegman,Mr,associate director,19780815
Farar,Ms,economist,19780815
Deck,Ms,economist,19780815
Czerwinski,Mr,first vice president,19780815
T Davis,Mr,senior vice president,19780815
Eisenmenger,Mr,senior vice president,19780815
Scheld,Mr,senior vice president,19780815
Brandt,Mr,vice president,19780815
Broaddus,Mr,vice president,19780815
Keran,Mr,vice president,19780815
Burger,Mr,assistant vice president,19780815
Duprey,Mr,senior economist,19780815
Tschinkel,Ms,adviser,19780815
