Clean Names,Greeting,Position,date
Burns,Mr,chairman,19770816
Volcker,Mr,vice chairman,19770816
Coldwell,Mr,president,19770816
Gardner,Mr,governor,19770816
Guffey,Mr,president,19770816
Jackson,Mr,governor,19770816
Lilly,Mr,governor,19770816
Mayo,Mr,president,19770816
Morris,Mr,president,19770816
Partee,Mr,governor,19770816
Roos,Mr,president,19770816
Wallich,Mr,governor,19770816
Balles,Mr,president,19770816
Baughman,Mr,president,19770816
Eastburn,Mr,president,19770816
Winn,Mr,president,19770816
Kimbrel,Mr,president,19770816
Altman,Mr,deputy secretary,19770816
Bernard,Mr,assistant secretary,19770816
Oconnell,Mr,general counsel,19770816
Axilrod,Mr,economist,19770816
R Davis,Mr,associate economist,19770816
T Davis,Mr,associate economist,19770816
Eisenmenger,Mr,associate economist,19770816
Kichline,Mr,associate economist,19770816
Reynolds,Mr,associate economist,19770816
Scheld,Mr,associate economist,19770816
Truman,Mr,associate economist,19770816
Zeisel,Mr,associate economist,19770816
Pardee,Mr,deputy manager for foreign operations,19770816
Sternlight,Mr,deputy manager for domestic operations,19770816
Hudson,Mr,assistant to the chairman,19770816
Coyne,Mr,assistant to the board of governors,19770816
Keir,Mr,assistant to the board of governors,19770816
Farar,Ms,economist,19770816
Klaput,Ms,open market secretariat,19770816
Rankin,Mr,first vice president,19770816
Van Nice,Mr,first vice president,19770816
J Davis,Mr,senior vice president,19770816
Brandt,Mr,vice president,19770816
Broaddus,Mr,vice president,19770816
Burns,Mr,vice president,19770816
Hoskins,Mr,vice president,19770816
Keran,Mr,vice president,19770816
Karnosky,Mr,vice president,19770816
Kareken,Mr,economic adviser,19770816
Hill,Mr,senior economist,19770816
