Clean Names,Greeting,Position,date
Greenspan,Mr,chairman,20020813
McDonough,Mr,vice chairman,20020813
Bernanke,Mr,governor,20020813
Bies,Ms,governor,20020813
Ferguson,Mr,governor,20020813
Gramlich,Mr,governor,20020813
Jordan,Mr,president,20020813
Kohn,Mr,governor,20020813
Mcteer,Mr,president,20020813
Olson,Mr,governor,20020813
Santomero,Mr,president,20020813
Stern,Mr,president,20020813
Broaddus,Mr,president,20020813
Guynn,Mr,president,20020813
Moskow,Mr,president,20020813
Parry,Mr,president,20020813
Hoenig,Mr,president,20020813
Minehan,Ms,president,20020813
Poole,Mr,president,20020813
Reinhart,Mr,secretary and economist,20020813
Bernard,Mr,deputy secretary,20020813
Gillum,Mr,assistant secretary,20020813
Smith,Ms,assistant secretary,20020813
Mattingly,Mr,general counsel,20020813
Johnson,Ms,economist,20020813
Stockton,Mr,economist,20020813
Connors,Mr,associate economist,20020813
Cumming,Ms,associate economist,20020813
Howard,Mr,associate economist,20020813
Lindsey,Mr,associate economist,20020813
Mester,Ms,associate economist,20020813
Oliner,Mr,associate economist,20020813
Rolnick,Mr,associate economist,20020813
Wilcox,Mr,associate economist,20020813
Kos,Mr,system open market account manager,20020813
Winn,Mr,assistant to the board,20020813
Ettin,Mr,deputy director,20020813
Madigan,Mr,deputy director,20020813
Slifman,Mr,associate director,20020813
Struckmeyer,Mr,associate director,20020813
Whitesell,Mr,deputy associate director,20020813
Clouse,Mr,assistant director,20020813
Simpson,Mr,senior adviser,20020813
Skidmore,Mr,special assistant to the board,20020813
Low,Ms,open market secretariat assistant,20020813
Connolly,Mr,first vice president,20020813
Stewart,Mr,first vice president,20020813
Goodfriend,Mr,senior vice president,20020813
Hakkio,Mr,senior vice president,20020813
Hunter,Mr,senior vice president,20020813
Rasche,Mr,senior vice president,20020813
Bryan,Mr,vice president,20020813
Cox,Mr,vice president,20020813
Cunningham,Mr,vice president,20020813
Hargraves,Ms,vice president,20020813
Rudebusch,Mr,vice president,20020813
Tootell,Mr,vice president,20020813
