Clean Names,Greeting,Position,date
Burns,Mr,chairman,19770118
Volcker,Mr,vice chairman,19770118
Balles,Mr,president,19770118
Black,Mr,president,19770118
Coldwell,Mr,president,19770118
Gardner,Mr,governor,19770118
Jackson,Mr,governor,19770118
Kimbrel,Mr,president,19770118
Lilly,Mr,governor,19770118
Partee,Mr,governor,19770118
Wallich,Mr,governor,19770118
Winn,Mr,president,19770118
Baughman,Mr,president,19770118
Guffey,Mr,president,19770118
Mayo,Mr,president,19770118
Morris,Mr,president,19770118
Eastburn,Mr,president,19770118
Roos,Mr,president,19770118
Broida,Mr,secretary,19770118
Altman,Mr,deputy secretary,19770118
Bernard,Mr,assistant secretary,19770118
Oconnell,Mr,general counsel,19770118
Axilrod,Mr,economist,19770118
Gramley,Mr,economist,19770118
Brandt,Mr,associate economist,19770118
Davis,Mr,associate economist,19770118
Keran,Mr,associate economist,19770118
Kichline,Mr,associate economist,19770118
Parthemos,Mr,associate economist,19770118
Reynolds,Mr,associate economist,19770118
Zeisel,Mr,associate economist,19770118
Holmes,Mr,manager system open market account,19770118
Pardee,Mr,deputy manager for foreign operations,19770118
Sternlight,Mr,deputy manager for domestic operations,19770118
Coyne,Mr,assistant to the board of governors,19770118
Guenther,Mr,assistant to the board of governors,19770118
Keir,Mr,assistant to the board of governors,19770118
Gemmill,Mr,adviser,19770118
Truman,Mr,associate adviser,19770118
Farar,Ms,economist,19770118
Deck,Ms,staff assistant,19770118
Van nice,Mr,first vice president,19770118
Balbach,Mr,senior vice president,19770118
Doll,Mr,senior vice president,19770118
Eisenmenger,Mr,senior vice president,19770118
Scheld,Mr,senior vice president,19770118
Burns,Mr,vice president,19770118
Kaminow,Mr,vice president,19770118
Hall,Mr,assistant vice president,19770118
Duprey,Mr,economic adviser,19770118
Ozog,Mr,manager,19770118
