Clean Names,Greeting,Position,date
Greenspan,Mr,chairman,19980519
McDonough,Mr,vice chairman,19980519
Ferguson,Mr,governor,19980519
Gramlich,Mr,governor,19980519
Hoenig,Mr,president,19980519
Jordan,Mr,president,19980519
Kelley,Mr,governor,19980519
Meyer,Mr,governor,19980519
Minehan,Ms,president,19980519
Phillips,Ms,governor,19980519
Poole,Mr,president,19980519
Rivlin,Ms,governor,19980519
Boehne,Mr,president,19980519
Mcteer,Mr,president,19980519
Moskow,Mr,president,19980519
Stern,Mr,president,19980519
Broaddus,Mr,president,19980519
Guynn,Mr,president,19980519
Parry,Mr,president,19980519
Kohn,Mr,secretary and economist,19980519
Gillum,Mr,deputy general counsel,19980519
Mattingly,Mr,general counsel,19980519
Prell,Mr,economist,19980519
Truman,Mr,economist,19980519
Browne,Ms,associate economist,19980519
Cecchetti,Mr,associate economist,19980519
Dewald,Mr,associate economist,19980519
Hakkio,Mr,associate economist,19980519
Lindsey,Mr,associate economist,19980519
Simspon,Mr,associate economist,19980519
Stockton,Mr,associate economist,19980519
Fisher,Mr,system open market account manager,19980519
Winn,Mr,assistant to the board,19980519
Fox,Ms,deputy congressional liason,19980519
Ettin,Mr,deputy director,19980519
Madigan,Mr,associate director,19980519
Slifman,Mr,associate director,19980519
Alexander,Mr,associate director,19980519
Hooper,Mr,associate director,19980519
Johnson,Ms,associate director,19980519
Reinhart,Mr,associate director,19980519
Garrett,Ms,associate director,19980519
Low,Ms,open market secretariat assistant,19980519
Kumasaka,Mr,research assistant,19980519
Eisenbeis,Mr,senior vice president,19980519
Goodfriend,Mr,senior vice president,19980519
Hunter,Mr,senior vice president,19980519
Lang,Mr,senior vice president,19980519
Rolnick,Mr,senior vice president,19980519
Rosenblum,Mr,senior vice president,19980519
Altig,Mr,vice president,19980519
Bentley,Mr,vice president,19980519
Judd,Mr,vice president,19980519
