Clean Names,Greeting,Position,date
Greenspan,Mr,chairman,20030318
McDonough,Mr,vice chairman,20030318
Bernanke,Mr,governor,20030318
Bies,Ms,governor,20030318
Ferguson,Mr,governor,20030318
Gramlich,Mr,governor,20030318
Guynn,Mr,president,20030318
Kohn,Mr,governor,20030318
Moskow,Mr,president,20030318
Olson,Mr,governor,20030318
Parry,Mr,president,20030318
Hoenig,Mr,president,20030318
Minehan,Ms,president,20030318
Pianalto,Ms,president,20030318
Poole,Mr,president,20030318
Mcteer,Mr,president,20030318
Santomero,Mr,president,20030318
Stern,Mr,president,20030318
Reinhart,Mr,secretary and economist,20030318
Bernard,Mr,deputy secretary,20030318
Gillum,Mr,assistant secretary,20030318
Smith,Ms,assistant secretary,20030318
Mattingly,Mr,general counsel,20030318
Baxter,Mr,deputy general counsel,20030318
Johnson,Ms,economist,20030318
Stockton,Mr,economist,20030318
Connors,Mr,associate economist,20030318
Cumming,Ms,associate economist,20030318
Eisenbeis,Mr,associate economist,20030318
Goodfriend,Mr,associate economist,20030318
Howard,Mr,associate economist,20030318
Hunter,Mr,associate economist,20030318
Lindsey,Mr,associate economist,20030318
Struckmeyer,Mr,associate economist,20030318
Wilcox,Mr,associate economist,20030318
Kos,Mr,system open market account manager,20030318
Madigan,Mr,deputy director,20030318
Slifman,Mr,associate director,20030318
Oliner,Mr,associate director,20030318
Whitesell,Mr,deputy associate director,20030318
Clouse,Mr,assistant director,20030318
Skidmore,Mr,special assistant to the board,20030318
Low,Ms,open market secretariat assistant,20030318
Connolly,Mr,first vice president,20030318
Fuhrer,Mr,senior vice president,20030318
Hakkio,Mr,senior vice president,20030318
Mester,Ms,senior vice president,20030318
Rasche,Mr,senior vice president,20030318
Rosenblum,Mr,senior vice president,20030318
Sniderman,Mr,senior vice president,20030318
Rudebush,Mr,vice president,20030318
Weber,Mr,senior research officer,20030318
