Clean Names,Greeting,Position,date
Bernanke,Mr,chairman,20130731
Dudley,Mr,vice chairman,20130731
Bullard,Mr,president,20130731
Duke,Ms,governor,20130731
Evans,Mr,president,20130731
George,Ms,president,20130731
Powell,Mr,governor,20130731
Raskin,Ms,governor,20130731
Rosengren,Mr,president,20130731
Stein,Mr,governor,20130731
Tarullo,Mr,governor,20130731
Yellen,Ms,president,20130731
Cumming,Ms,first vice president,20130731
Fisher,Mr,president,20130731
Kocherlakota,Mr,president,20130731
Pianalto,Ms,president,20130731
Plosser,Mr,president,20130731
Lacker,Mr,president,20130731
Lockhart,Mr,president,20130731
Williams,Mr,president,20130731
English,Mr,secretary and economist,20130731
Danker,Ms,deputy secretary,20130731
Luecke,Mr,assistant secretary,20130731
Skidmore,Mr,assistant secretary,20130731
Smith,Ms,assistant secretary,20130731
Alvarez,Mr,general counsel,20130731
Baxter,Mr,deputy general counsel,20130731
Kamin,Mr,economist,20130731
Wilcox,Mr,economist,20130731
Connors,Mr,associate economist,20130731
Davig,Mr,associate economist,20130731
Leahy,Mr,associate economist,20130731
Meyer,Mr,associate economist,20130731
Sullivan,Mr,associate economist,20130731
Wascher,Mr,associate economist,20130731
Potter,Mr,system open market account manager,20130731
Liang,Ms,director,20130731
Clouse,Mr,deputy director,20130731
Nelson,Mr,deputy director,20130731
Hunter,Ms,deputy director,20130731
Faust,Mr,special adviser to the board,20130731
Robertson,Ms,assistant to the board,20130731
Zickler,Ms,senior adviser,20130731
Kiley,Mr,associate director,20130731
Laubach,Mr,associate director,20130731
Lebow,Mr,associate director,20130731
Gallin,Mr,deputy associate director,20130731
Nelson,Mr,assistant director,20130731
Tevlin,Ms,assistant director,20130731
Lipscomb,Ms,section chief,20130731
Small,Mr,project manager,20130731
Gooding,Ms,first vice president,20130731
Altig,Mr,executive vice president,20130731
Fuhrer,Mr,executive vice president,20130731
Mester,Ms,executive vice president,20130731
Logan,Ms,senior vice president,20130731
Clark,Mr,vice president,20130731
Gavin,Mr,vice president,20130731
Koenig,Mr,vice president,20130731
Pesenti,Mr,vice president,20130731
Remache,Ms,vice president,20130731
Spiegel,Mr,vice president,20130731
Hetzel,Mr,senior economist,20130731
Schulhofer-Wohl,Mr,senior economist,20130731
