Clean Names,Greeting,Position,date
Bernanke,Mr,chairman,20100623
Dudley,Mr,vice chairman,20100623
Bullard,Mr,president,20100623
Duke,Ms,governor,20100623
Hoenig,Mr,president,20100623
Kohn,Mr,governor,20100623
Pianalto,Ms,president,20100623
Rosengren,Mr,president,20100623
Tarullo,Mr,governor,20100623
Warsh,Mr,governor,20100623
Evans,Mr,president,20100623
Fisher,Mr,president,20100623
Kocherlakota,Mr,president,20100623
Plosser,Mr,president,20100623
Lacker,Mr,president,20100623
Lockhart,Mr,president,20100623
Yellen,Ms,president,20100623
Madigan,Mr,secretary and economist,20100623
Luecke,Mr,assistant secretary,20100623
Skidmore,Mr,assistant secretary,20100623
Smith,Ms,assistant secretary,20100623
Baxter,Mr,deputy general counsel,20100623
Ashton,Mr,assistant general counsel,20100623
Sheets,Mr,economist,20100623
Stockton,Mr,economist,20100623
Connors,Mr,associate economist,20100623
English,Mr,associate economist,20100623
Fuhrer,Mr,associate economist,20100623
Kamin,Mr,associate economist,20100623
Potter,Mr,associate economist,20100623
Slifman,Mr,associate economist,20100623
Waller,Mr,associate economist,20100623
Wilcox,Mr,associate economist,20100623
Sack,Mr,system open market account manager,20100623
Johnson,Ms,secretary of the board,20100623
Parkinson,Mr,director,20100623
Frierson,Mr,deputy secretary,20100623
Struckmeyer,Mr,deputy staff director,20100623
Clouse,Mr,deputy director,20100623
Robertson,Ms,assistant to the board,20100623
Liang,Ms,senior associate director,20100623
Reifschneider,Mr,senior associate director,20100623
Wascher,Mr,senior associate director,20100623
Nelson,Mr,senior associate director,20100623
Carpenter,Mr,associate director,20100623
Erceg,Mr,deputy associate director,20100623
Palumbo,Mr,deputy associate director,20100623
Zickler,Ms,deputy associate director,20100623
Gross,Mr,special assistant to the board,20100623
Natalucci,Mr,assistant director,20100623
Small,Mr,project manager,20100623
Wilson,Ms,section chief,20100623
Driscoll,Mr,senior economist,20100623
Roush,Ms,senior economist,20100623
Kusko,Ms,senior economist,20100623
Schindler,Mr,senior economist,20100623
Beattie,Ms,assistant to the secretary,20100623
Hinojosa,Ms,records management analyst,20100623
Williams,Mr,records management analyst,20100623
Barron,Mr,first vice president,20100623
Moore,Mr,first vice president,20100623
Mester,Ms,executive vice president,20100623
Rosenblum,Mr,executive vice president,20100623
Williams,Mr,executive vice president,20100623
Altig,Mr,senior vice president,20100623
Dzina,Mr,senior vice president,20100623
Rolnick,Mr,senior vice president,20100623
Schweitzer,Mr,senior vice president,20100623
Aaronson,Mr,vice president,20100623
Clark,Mr,vice president,20100623
Hornstein,Mr,vice president,20100623
Frost,Mr,assistant vice president,20100623
