Clean Names,Greeting,Position,date
Greenspan,Mr,chairman,20030129
McDonough,Mr,vice chairman,20030129
Bernanke,Mr,governor,20030129
Bies,Ms,governor,20030129
Ferguson,Mr,governor,20030129
Gramlich,Mr,governor,20030129
Guynn,Mr,president,20030129
Kohn,Mr,governor,20030129
Moskow,Mr,president,20030129
Olson,Mr,governor,20030129
Parry,Mr,president,20030129
Hoenig,Mr,president,20030129
Minehan,Ms,president,20030129
Pianalto,Ms,president,20030129
Poole,Mr,president,20030129
Stewart,Mr,first vice president,20030129
Mcteer,Mr,president,20030129
Santomero,Mr,president,20030129
Stern,Mr,president,20030129
Reinhart,Mr,secretary and economist,20030129
Bernard,Mr,deputy secretary,20030129
Gillum,Mr,assistant secretary,20030129
Smith,Ms,assistant secretary,20030129
Mattingly,Mr,general counsel,20030129
Johnson,Ms,economist,20030129
Stockton,Mr,economist,20030129
Connors,Mr,associate economist,20030129
Cumming,Ms,associate economist,20030129
Eisenbeis,Mr,associate economist,20030129
Goodfriend,Mr,associate economist,20030129
Howard,Mr,associate economist,20030129
Hunter,Mr,associate economist,20030129
Judd,Mr,associate economist,20030129
Lindsey,Mr,associate economist,20030129
Struckmeyer,Mr,associate economist,20030129
Wilcox,Mr,associate economist,20030129
Ettin,Mr,deputy director,20030129
Madigan,Mr,deputy director,20030129
Slifman,Mr,associate director,20030129
Oliner,Mr,associate director,20030129
Whitesell,Mr,deputy associate director,20030129
Clouse,Mr,assistant director,20030129
Reifschneider,Mr,assistant director,20030129
Simpson,Mr,senior adviser,20030129
Skidmore,Mr,special assistant to the board,20030129
Fallon,Mr,senior counsel,20030129
Haltmaier,Mr,section chief,20030129
Lebow,Mr,senior economist,20030129
Sack,Mr,senior economist,20030129
Tetlow,Mr,senior economist,20030129
Zakrajsek,Mr,economist,20030129
Low,Ms,open market secretariat assistant,20030129
Lyon,Mr,first vice president,20030129
Fuhrer,Mr,senior vice president,20030129
Hakkio,Mr,senior vice president,20030129
Mester,Ms,senior vice president,20030129
Rasche,Mr,senior vice president,20030129
Rosenblum,Mr,senior vice president,20030129
Altig,Mr,vice president,20030129
Croushore,Mre,vice president,20030129
Hargraves,Ms,vice president,20030129
Miller,Mr,vice president,20030129
Rudebush,Mr,vice president,20030129
