Clean Names,Greeting,Position,date
Burns,Mr,chairman,19760622
Volcker,Mr,vice chairman,19760622
Balles,Mr,president,19760622
Black,Mr,president,19760622
Coldwell,Mr,president,19760622
Gardner,Mr,governor,19760622
Jackson,Mr,governor,19760622
Lilly,Mr,governor,19760622
Partee,Mr,governor,19760622
Wallich,Mr,governor,19760622
Winn,Mr,president,19760622
Baughman,Mr,president,19760622
Guffey,Mr,president,19760622
Mayo,Mr,president,19760622
Morris,Mr,president,19760622
Maclaury,Mr,president,19760622
Eastburn,Mr,president,19760622
Roos,Mr,president,19760622
Broida,Mr,secretary,19760622
Altman,Mr,deputy secretary,19760622
Bernard,Mr,assistant secretary,19760622
Oconnell,Mr,general counsel,19760622
Axilrod,Mr,economist,19760622
Gramley,Mr,economist,19760622
Brandt,Mr,associate economist,19760622
Davis,Mr,associate economist,19760622
Hocter,Mr,associate economist,19760622
Parthemos,Mr,associate economist,19760622
Reynolds,Mr,associate economist,19760622
Zeisel,Mr,associate economist,19760622
Sternlight,Mr,deputy manager for domestic operations,19760622
Keir,Mr,assistant to the board of governors,19760622
Guenther,Mr,assistant to the board of governors,19760622
Obrien,Mr,special assistant to the board of governors,19760622
Gemmill,Mr,adviser,19760622
Farar,Ms,economist,19760622
Deck,Ms,staff assistant,19760622
Fossum,Mr,first vice president,19760622
Scheld,Mr,senior vice president,19760622
Eisenmenger,Mr,senior vice president,19760622
Sims,Mr,senior vice president,19760622
Doll,Mr,senior vice president,19760622
Burns,Mr,vice president,19760622
Karnosky,Mr,vice president,19760622
Kareken,Mr,economic adviser,19760622
Greene,Ms,assistant vice president,19760622
Tschinkel,Ms,adviser,19760622
Mullineaux,Mr,research officer,19760622
