Clean Names,Greeting,Position,date
Miller,Mr,chairman,19790711
Volcker,Mr,vice chairman,19790711
Balles,Mr,president,19790711
Black,Mr,president,19790711
Coldwell,Mr,governor,19790711
Kimbrel,Mr,president,19790711
Mayo,Mr,president,19790711
Partee,Mr,governor,19790711
Rice,Mr,governor,19790711
Teeters,Ms,governor,19790711
Wallich,Mr,governor,19790711
Guffey,Mr,president,19790711
Morris,Mr,president,19790711
Roos,Mr,president,19790711
Winn,Mr,president,19790711
Baughman,Mr,president,19790711
Eastburn,Mr,president,19790711
Willes,Mr,president,19790711
Altmann,Mr,secretary,19790711
Bernard,Mr,assistant secretary,19790711
Petersen,Mr,general counsel,19790711
Oltman,Mr,deputy general counsel,19790711
Mannion,Mr,assistant general counsel,19790711
Axilrod,Mr,economist,19790711
Brandt,Mr,associate economist,19790711
Ettin,Mr,associate economist,19790711
Henry,Mr,associate economist,19790711
Keir,Mr,associate economist,19790711
Keran,Mr,associate economist,19790711
Kichline,Mr,associate economist,19790711
Parthemos,Mr,associate economist,19790711
Scheld,Mr,associate economist,19790711
Truman,Mr,associate economist,19790711
Zeisel,Mr,associate economist,19790711
Sternlight,Mr,deputy manager for domestic operations,19790711
Pardee,Mr,deputy manager for foreign operations,19790711
Coyne,Mr,assistant to the board of governors,19790711
Kalchbrenner,Mr,associate director,19790711
Siegman,Mr,associate director,19790711
Prell,Mr,associate research division officer,19790711
Farar,Ms,economist,19790711
Deck,Ms,staff assistant,19790711
Balbach,Mr,senior vice president,19790711
Boehne,Mr,senior vice president,19790711
J Davis,Mr,senior vice president,19790711
Eisenmenger,Mr,senior vice president,19790711
Fousek,Mr,senior vice president,19790711
Burns,Mr,vice president,19790711
Danforth,Mr,vice president,19790711
T Davis,Mr,vice president,19790711
