Clean Names,Greeting,Position,date
Bernanke,Mr,chairman,20130619
Dudley,Mr,vice chairman,20130619
Bullard,Mr,president,20130619
Duke,Ms,governor,20130619
Evans,Mr,president,20130619
George,Ms,president,20130619
Powell,Mr,governor,20130619
Raskin,Ms,governor,20130619
Rosengren,Mr,president,20130619
Stein,Mr,governor,20130619
Tarullo,Mr,governor,20130619
Yellen,Ms,president,20130619
Cumming,Ms,first vice president,20130619
Fisher,Mr,president,20130619
Kocherlakota,Mr,president,20130619
Plosser,Mr,president,20130619
Lacker,Mr,president,20130619
Lockhart,Mr,president,20130619
Williams,Mr,president,20130619
Stefani,Mr,first vice president,20130619
English,Mr,secretary and economist,20130619
Luecke,Mr,assistant secretary,20130619
Skidmore,Mr,assistant secretary,20130619
Smith,Ms,assistant secretary,20130619
Alvarez,Mr,general counsel,20130619
Baxter,Mr,deputy general counsel,20130619
Kamin,Mr,economist,20130619
Wilcox,Mr,economist,20130619
Connors,Mr,associate economist,20130619
Davig,Mr,associate economist,20130619
Leahy,Mr,associate economist,20130619
Mcandrews,Mr,associate economist,20130619
Meyer,Mr,associate economist,20130619
Reifschneider,Mr,associate economist,20130619
Tootell,Mr,associate economist,20130619
Waller,Mr,associate economist,20130619
Wascher,Mr,associate economist,20130619
Potter,Mr,system open market account manager,20130619
Liang,Ms,director,20130619
Clouse,Mr,deputy director,20130619
Nelson,Mr,deputy director,20130619
Eichner,Mr,deputy director,20130619
Hunter,Ms,deputy director,20130619
Faust,Mr,special adviser to the board,20130619
Robertson,Ms,assistant to the board,20130619
Meade,Ms,senior adviser,20130619
Zickler,Ms,senior adviser,20130619
Covitz,Mr,associate director,20130619
Engen,Mr,associate director,20130619
Laubach,Mr,associate director,20130619
Campbell,Mr,deputy associate director,20130619
Gallin,Mr,deputy associate director,20130619
Ihrig,Ms,deputy associate director,20130619
Lopez-Salido,Mr,deputy associate director,20130619
Gruber,Mr,assistant director,20130619
Rudd,Mr,adviser,20130619
Small,Mr,project manager,20130619
Lindner,Ms,group manager,20130619
Robitaille,Ms,senior economist,20130619
Lee,Mr,economist,20130619
Garavuso,Mr,records management analyst,20130619
Lyon,Mr,first vice president,20130619
Altig,Mr,executive vice president,20130619
Mester,Ms,executive vice president,20130619
Logan,Ms,senior vice president,20130619
Marshall,Mr,senior vice president,20130619
Schweiter,Mr,senior vice president,20130619
Yi,Mr,senior vice president,20130619
Koenig,Mr,vice president,20130619
Hornstein,Mr,senior advisor,20130619
Fernald,Mr,senior research adviser,20130619
