Clean Names,Greeting,Position,date
Burns,Mr,chairman,19780228
Volcker,Mr,vice chairman,19780228
Coldwell,Mr,president,19780228
Guffey,Mr,president,19780228
Jackson,Mr,governor,19780228
Mayo,Mr,president,19780228
Morris,Mr,president,19780228
Partee,Mr,governor,19780228
Roos,Mr,president,19780228
Wallich,Mr,governor,19780228
Balles,Mr,president,19780228
Baughman,Mr,president,19780228
Eastburn,Mr,president,19780228
Winn,Mr,president,19780228
Black,Mr,president,19780228
Kimbrel,Mr,president,19780228
Willes,Mr,president,19780228
Broida,Mr,secretary,19780228
Altmann,Mr,deputy secretary,19780228
Bernard,Mr,secretary,19780228
Axilrod,Mr,economist,19780228
Balbach,Mr,associate economist,19780228
R Davis,Mr,associate economist,19780228
T Davis,Mr,associate economist,19780228
Eisenmenger,Mr,associate economist,19780228
Kichline,Mr,associate economist,19780228
Scheld,Mr,associate economist,19780228
Truman,Mr,associate economist,19780228
Zeisel,Mr,associate economist,19780228
Holmes,Mr,manager,19780228
Pardee,Mr,deputy manager for foreign operations,19780228
Sternlight,Mr,deputy manager for domestic operations,19780228
Coyne,Mr,assistant to the board of governors,19780228
Keir,Mr,assistant to the board of governors,19780228
Wallace,Mr,staff director for federal reserve bank activities,19780228
Farar,Ms,economist,19780228
Deck,Ms,staff assistant,19780228
Boehne,Mr,senior vice president,19780228
J Davis,Mr,senior vice president,19780228
Parthemos,Mr,senior vice president,19780228
Brandt,Mr,vice president,19780228
Kareken,Mr,economic adviser,19780228
Meek,Mr,monetary adviser,19780228
