Clean Names,Greeting,Position,date
Greenspan,Mr,chairman,20000321
McDonough,Mr,vice chairman,20000321
Broaddus,Mr,president,20000321
Ferguson,Mr,president,20000321
Gramlich,Mr,governor,20000321
Guynn,Mr,president,20000321
Jordan,Mr,president,20000321
Kelley,Mr,governor,20000321
Meyer,Mr,governor,20000321
Parry,Mr,president,20000321
Hoenig,Mr,president,20000321
Minehan,Ms,president,20000321
Moskow,Mr,president,20000321
Poole,Mr,president,20000321
Stewart,Mr,president,20000321
Boehne,Mr,president,20000321
Mcteer,Mr,president,20000321
Stern,Mr,president,20000321
Kohn,Mr,secretary and economist,20000321
Bernard,Mr,deputy secretary,20000321
Fox,Ms,assistant secretary,20000321
Gillum,Mr,assistant secretary,20000321
Mattingly,Mr,general counsel,20000321
Prell,Mr,economist,20000321
Johnson,Ms,economist,20000321
Cumming,Ms,associate economist,20000321
Eisenbeis,Mr,associate economist,20000321
Goodfriend,Mr,associate economist,20000321
Howard,Mr,associate economist,20000321
Lindsey,Mr,associate economist,20000321
Reinhart,Mr,associate economist,20000321
Simpson,Mr,associate economist,20000321
Stockton,Mr,associate economist,20000321
Fisher,Mr,manager,20000321
Winn,Mr,assistant to the board,20000321
Ettin,Mr,deputy director,20000321
Madigan,Mr,associate director,20000321
Slifman,Mr,associate director,20000321
Struckmeyer,Mr,assistant director,20000321
Whitesell,Mr,assistant director,20000321
Low,Ms,open market secretariat assistant,20000321
Browne,Ms,senior vice president,20000321
Hakkio,Mr,senior vice president,20000321
Hunter,Mr,senior vice president,20000321
Krieger,Ms,senior vice president,20000321
Lang,Mr,senior vice president,20000321
Rasche,Mr,senior vice president,20000321
Rosenblum,Mr,senior vice president,20000321
Bryan,Mr,assistant vice president,20000321
Weber,Mr,senior research officer,20000321
Rudebusch,Mr,senior research officer,20000321
