Clean Names,Greeting,Position,date
Greenspan,Mr,chairman,20000202
McDonough,Mr,vice chairman,20000202
Broaddus,Mr,president,20000202
Ferguson,Mr,president,20000202
Gramlich,Mr,governor,20000202
Guynn,Mr,president,20000202
Jordan,Mr,president,20000202
Kelley,Mr,governor,20000202
Meyer,Mr,governor,20000202
Parry,Mr,president,20000202
Hoenig,Mr,president,20000202
Minehan,Ms,president,20000202
Moskow,Mr,president,20000202
Poole,Mr,president,20000202
Boehne,Mr,president,20000202
Mcteer,Mr,president,20000202
Stern,Mr,president,20000202
Kohn,Mr,secretary and economist,20000202
Bernard,Mr,deputy secretary,20000202
Fox,Ms,assistant secretary,20000202
Gillum,Mr,assistant secretary,20000202
Mattingly,Mr,general counsel,20000202
Prell,Mr,economist,20000202
Johnson,Ms,economist,20000202
Baxter,Mr,deputy generl counsel,20000202
Beebe,Mr,associate economist,20000202
Cumming,Ms,associate economist,20000202
Eisenbeis,Mr,associate economist,20000202
Goodfriend,Mr,associate economist,20000202
Howard,Mr,associate economist,20000202
Lindsey,Mr,associate economist,20000202
Reinhart,Mr,associate economist,20000202
Simpson,Mr,associate economist,20000202
Sniderman,Mr,associate economist,20000202
Stockton,Mr,associate economist,20000202
Fisher,Mr,manager,20000202
Winn,Mr,assistant to the board,20000202
Ettin,Mr,deputy director,20000202
Madigan,Mr,associate director,20000202
Slifman,Mr,associate director,20000202
Oliner,Mr,assistant director,20000202
Whitesell,Mr,assistant director,20000202
Small,Mr,section chief,20000202
Brayton,Mr,senior economist,20000202
Morton,Mr,senior economist,20000202
Rosine,Mr,senior economist,20000202
Garrett,Ms,economist,20000202
Hooker,Mr,economist,20000202
Low,Ms,open market secretariat assistant,20000202
Browne,Ms,senior vice president,20000202
Hakkio,Mr,senior vice president,20000202
Hunter,Mr,senior vice president,20000202
Krieger,Ms,senior vice president,20000202
Lang,Mr,senior vice president,20000202
Rasche,Mr,senior vice president,20000202
Rolnick,Mr,senior vice president,20000202
Rosenblum,Mr,senior vice president,20000202
