Clean Names,Greeting,Position,date
Greenspan,Mr,chairman,19971112
McDonough,Mr,vice chairman,19971112
Broaddus,Mr,president,19971112
Ferguson,Mr,governor,19971112
Gramlich,Mr,governor,19971112
Guynn,Mr,president,19971112
Kelley,Mr,governor,19971112
Meyer,Mr,governor,19971112
Moskow,Mr,president,19971112
Parry,Mr,president,19971112
Phillips,Ms,governor,19971112
Rivlin,Ms,governor,19971112
Hoenig,Mr,president,19971112
Jordan,Mr,president,19971112
Melzer,Mr,president,19971112
Minehan,Ms,president,19971112
Boehne,Mr,president,19971112
Mcteer,Mr,president,19971112
Stern,Mr,president,19971112
Kohn,Mr,secretary and economist,19971112
Bernard,Mr,deputy secretary,19971112
Coyne,Mr,assistant secretary,19971112
Gillum,Mr,assistant secretary,19971112
Mattingly,Mr,general counsel,19971112
Prell,Mr,economist,19971112
Baxter,Mr,deputy general counsel,19971112
Truman,Mr,economist,19971112
Cecchetti,Mr,associate economist,19971112
Goodfriend,Mr,associate economist,19971112
Eisenbeis,Mr,associate economist,19971112
Lindsey,Mr,associate economist,19971112
Promisel,Mr,associate economist,19971112
Slifman,Mr,associate economist,19971112
Stockton,Mr,associate economist,19971112
Fisher,Mr,system open market account manager,19971112
Madigan,Mr,associate director,19971112
Simpson,Mr,associate director,19971112
Alexander,Mr,associate director,19971112
Hooper,Mr,associate director,19971112
Johnson,Ms,associate director,19971112
Low,Ms,open market secretariant assistant,19971112
Pianalto,Ms,first vice president,19971112
Rives,Mr,first vice president,19971112
Dewald,Mr,vice president,19971112
Hakkio,Mr,vice president,19971112
Rolnick,Mr,vice president,19971112
Snidermand,Mr,vice president,19971112
Bentley,Mr,vice president,19971112
Meyer,Mr,vice president,19971112
Rosengren,Mr,vice president,19971112
Gonczy,Ms,assistant vice president,19971112
Koenig,Mr,assistant vice president,19971112
Trehan,Mr,research officer,19971112
