Clean Names,Greeting,Position,date
Greenspan,Mr,chairman,20010515
McDonough,Mr,vice chairman,20010515
Ferguson,Mr,governor,20010515
Gramlich,Mr,governor,20010515
Hoenig,Mr,president,20010515
Kelley,Mr,governor,20010515
Meyer,Mr,governor,20010515
Minehan,Ms,president,20010515
Moskow,Mr,president,20010515
Poole,Mr,president,20010515
Jordan,Mr,president,20010515
Mcteer,Mr,president,20010515
Santomero,Mr,president,20010515
Stern,Mr,president,20010515
Broaddus,Mr,president,20010515
Guynn,Mr,president,20010515
Parry,Mr,president,20010515
Kohn,Mr,secretary and economist,20010515
Fox,Ms,assistant secretary,20010515
Gillum,Mr,assistant secretary,20010515
Mattingly,Mr,general counsel,20010515
Johnson,Ms,economist,20010515
Stockton,Mr,economist,20010515
Cumming,Ms,associate economist,20010515
Fuhrer,Mr,associate economist,20010515
Hakkio,Mr,associate economist,20010515
Howard,Mr,associate economist,20010515
Lindsey,Mr,associate economist,20010515
Rasche,Mr,associate economist,20010515
Reinhart,Mr,associate economist,20010515
Slifman,Mr,associate economist,20010515
Wilcox,Mr,associate economist,20010515
Kos,Mr,system open market account manager,20010515
Ettin,Mr,deputy director,20010515
Simpson,Mr,senior adviser,20010515
Connors,Mr,associate director,20010515
Madigan,Mr,associate director,20010515
Oliner,Mr,associate director,20010515
Struckmeyer,Mr,associate director,20010515
Whitesell,Mr,assistant director,20010515
Skidmore,Mr,special assistant to the board,20010515
Kumasaka,Mr,assistant economist,20010515
Low,Ms,open market secretariat assistant,20010515
Connolly,Mr,first vice president,20010515
Beebe,Mr,senior vice president,20010515
Eisenbeis,Mr,senior vice president,20010515
Goodfriend,Mr,senior vice president,20010515
Mester,Ms,senior vice president,20010515
Perelmuter,Ms,senior vice president,20010515
Rosenblum,Mr,senior vice president,20010515
Sniderman,Mr,senior vice president,20010515
Sullivan,Mr,vice president,20010515
Weber,Mr,senior research officer,20010515
