Clean Names,Greeting,Position,date
Bernanke,Mr,chairman,20140129
Dudley,Mr,vice chairman,20140129
Fisher,Mr,president,20140129
Kocherlakota,Mr,president,20140129
Pianalto,Ms,president,20140129
Plosser,Mr,president,20140129
Powell,Mr,governor,20140129
Stein,Mr,governor,20140129
Tarullo,Mr,governor,20140129
Yellen,Ms,president,20140129
Cumming,Ms,first vice president,20140129
Evans,Mr,president,20140129
Lacker,Mr,president,20140129
Lockhart,Mr,president,20140129
Williams,Mr,president,20140129
Bullard,Mr,president,20140129
George,Ms,president,20140129
Rosengren,Mr,president,20140129
English,Mr,secretary and economist,20140129
Luecke,Mr,deputy secretary,20140129
Smith,Ms,assistant secretary,20140129
Alvarez,Mr,general counsel,20140129
Baxter,Mr,deputy general counsel,20140129
Kamin,Mr,economist,20140129
Wilcox,Mr,economist,20140129
Clouse,Mr,associate economist,20140129
Connors,Mr,associate economist,20140129
Koenig,Mr,associate economist,20140129
Laubach,Mr,associate economist,20140129
Leahy,Mr,associate economist,20140129
Mester,Ms,associate economist,20140129
Pesenti,Mr,associate economist,20140129
Schulhofer-Wohl,Mr,associate economist,20140129
Schweitzer,Mr,associate economist,20140129
Wascher,Mr,associate economist,20140129
Potter,Mr,manager,20140129
Logan,Ms,deputy manager,20140129
Gibson,Mr,director,20140129
Liang,Ms,director,20140129
Meyer,Mr,deputy director,20140129
Nelson,Mr,deputy director,20140129
Faust,Mr,special adviser to the board,20140129
Robertson,Ms,assistant to the board,20140129
Skidmore,Mr,assistant to the board,20140129
Reeve,Mr,associate director,20140129
Zickler,Ms,senior adviser,20140129
Covitz,Mr,associate director,20140129
Kiley,Mr,associate director,20140129
Ihrig,Mr,deputy associate director,20140129
Nelson,Mr,assistant director,20140129
Stevens,Mr,assistant director,20140129
Rudd,Mr,adviser,20140129
Burnett,Ms,section chief,20140129
Duygam-Bump,Ms,senior project manager,20140129
Small,Mr,project manager,20140129
Figura,Mr,group manager,20140129
Cavallo,Mr,senior economist,20140129
Kitsul,Mr,economist,20140129
Williams,Mr,records project manager,20140129
Montgomery,Mr,first vice president,20140129
Altig,Mr,executive vice president,20140129
Rudebusch,Mr,executive vice president,20140129
Sullivan,Mr,executive vice president,20140129
Davig,Mr,senior vice president,20140129
Tootell,Mr,senior vice president,20140129
Waller,Mr,senior vice president,20140129
Hetzel,Mr,senior economist,20140129
