Clean Names,Greeting,Position,date
Burns,Mr,chairman,19770719
Volcker,Mr,vice chairman,19770719
Coldwell,Mr,president,19770719
Gardner,Mr,governor,19770719
Guffey,Mr,president,19770719
Jackson,Mr,governor,19770719
Lilly,Mr,governor,19770719
Mayo,Mr,president,19770719
Morris,Mr,president,19770719
Partee,Mr,governor,19770719
Roos,Mr,president,19770719
Wallich,Mr,governor,19770719
Balles,Mr,president,19770719
Baughman,Mr,president,19770719
Eastburn,Mr,president,19770719
Winn,Mr,president,19770719
Black,Mr,president,19770719
Kimbrel,Mr,president,19770719
Willes,Mr,president,19770719
Broida,Mr,secretary,19770719
Altman,Mr,deputy secretary,19770719
Bernard,Mr,assistant secretary,19770719
Tuttle,Mr,assistant general counsel,19770719
Axilrod,Mr,economist,19770719
Balbach,Mr,associate economist,19770719
T Davis,Mr,associate economist,19770719
Eisenmenger,Mr,associate economist,19770719
Ettin,Mr,associate economist,19770719
Kichline,Mr,associate economist,19770719
Reynolds,Mr,associate economist,19770719
Scheld,Mr,associate economist,19770719
Truman,Mr,associate economist,19770719
Zeisel,Mr,associate economist,19770719
Holmes,Mr,manager system open market account,19770719
Pardee,Mr,deputy manager for foreign operations,19770719
Sternlight,Mr,deputy manager for domestic operations,19770719
Hudson,Mr,assistant to the chairman,19770719
Coyne,Mr,assistant to the board of governors,19770719
Keir,Mr,assistant to the board of governors,19770719
Farar,Ms,economist,19770719
Deck,Ms,staff assistant,19770719
J Davis,Mr,senior vice president,19770719
Parthemos,Mr,senior vice president,19770719
Brandt,Mr,vice president,19770719
Fousek,Mr,vice president,19770719
Green,Mr,vice president,19770719
Kaminow,Mr,vice president,19770719
Bisignano,Mr,assistant vice president,19770719
Kareken,Mr,economic adviser,19770719
Lovett,Ms,securities trading officer,19770719
