Clean Names,Greeting,Position,date
Greenspan,Mr,chairman,19981222
McDonough,Mr,vice chairman,19981222
Ferguson,Mr,governor,19981222
Gramlich,Mr,governor,19981222
Hoenig,Mr,president,19981222
Jordan,Mr,president,19981222
Kelley,Mr,governor,19981222
Meyer,Mr,governor,19981222
Minehan,Ms,president,19981222
Poole,Mr,president,19981222
Rivlin,Ms,governor,19981222
Boehne,Mr,president,19981222
Mcteer,Mr,president,19981222
Moskow,Mr,president,19981222
Stern,Mr,president,19981222
Broaddus,Mr,president,19981222
Guynn,Mr,president,19981222
Parry,Mr,president,19981222
Kohn,Mr,secretary and economist,19981222
Bernard,Mr,deputy secretary,19981222
Fox,Ms,assistant secretary,19981222
Gillum,Mr,assistant secretary,19981222
Mattingly,Mr,general counsel,19981222
Baxter,Mr,deputy general counsel,19981222
Prell,Mr,economist,19981222
Browne,Ms,associate economist,19981222
Cecchetti,Mr,associate economist,19981222
Hakkio,Mr,associate economist,19981222
Lindsey,Mr,associate economist,19981222
Simspon,Mr,associate economist,19981222
Sniderman,Mr,associate economist,19981222
Stockton,Mr,associate economist,19981222
Fisher,Mr,system open market account manager,19981222
Winn,Mr,assistant to the board,19981222
Johnson,Ms,director,19981222
Madigan,Mr,associate director,19981222
Slifman,Mr,associate director,19981222
Alexander,Mr,deputy director,19981222
Hooper,Mr,deputy director,19981222
Reinhart,Mr,deputy associate director,19981222
Low,Ms,open market secretariat assistant,19981222
Pianalto,Ms,first vice president,19981222
Beebe,Mr,senior vice president,19981222
Eisenbeis,Mr,senior vice president,19981222
Goodfriend,Mr,senior vice president,19981222
Hunter,Mr,senior vice president,19981222
Lang,Mr,senior vice president,19981222
Rolnick,Mr,senior vice president,19981222
Gavin,Mr,vice president,19981222
Perelmuter,Ms,vice president,19981222
Duca,Mr,assistant vice president,19981222
