Clean Names,Greeting,Position,date
Greenspan,Mr,chairman,19970930
McDonough,Mr,vice chairman,19970930
Broaddus,Mr,president,19970930
Guynn,Mr,president,19970930
Kelley,Mr,governor,19970930
Meyer,Mr,governor,19970930
Moskow,Mr,president,19970930
Parry,Mr,president,19970930
Phillips,Ms,governor,19970930
Rivlin,Ms,governor,19970930
Hoenig,Mr,president,19970930
Jordan,Mr,president,19970930
Melzer,Mr,president,19970930
Minehan,Ms,president,19970930
Boehne,Mr,president,19970930
Mcteer,Mr,president,19970930
Stern,Mr,president,19970930
Kohn,Mr,secretary and economist,19970930
Bernard,Mr,deputy secretary,19970930
Coyne,Mr,assistant secretary,19970930
Gillum,Mr,assistant secretary,19970930
Mattingly,Mr,general counsel,19970930
Prell,Mr,economist,19970930
Baxter,Mr,deputy general counsel,19970930
Cecchetti,Mr,associate economist,19970930
Goodfriend,Mr,associate economist,19970930
Eisenbeis,Mr,associate economist,19970930
Lindsey,Mr,associate economist,19970930
Promisel,Mr,associate economist,19970930
Slifman,Mr,associate economist,19970930
Siegman,Mr,associate economist,19970930
Stockton,Mr,associate economist,19970930
Fisher,Mr,system open market account manager,19970930
Ettin,Mr,deputy director,19970930
Madigan,Mr,associate director,19970930
Simpson,Mr,associate director,19970930
Alexander,Mr,associate director,19970930
Hooper,Mr,associate director,19970930
Johnson,Ms,associate director,19970930
Low,Ms,open market secretariant assistant,19970930
Varvel,Mr,first vice president,19970930
Browne,Ms,senior vice president,19970930
Dewald,Mr,senior vice president,19970930
Hakkio,Mr,senior vice president,19970930
Krieger,Ms,senior vice president,19970930
Lang,Mr,senior vice president,19970930
Rolnick,Mr,senior vice president,19970930
Rosenblum,Mr,senior vice president,19970930
Snidermam,Mr,senior vice president,19970930
Judd,Mr,vice president,19970930
