Clean Names,Greeting,Position,date
Miller,Mr,chairman,19790320
Volcker,Mr,vice chairman,19790320
Balles,Mr,president,19790320
Black,Mr,president,19790320
Coldwell,Mr,governor,19790320
Kimbrel,Mr,president,19790320
Mayo,Mr,president,19790320
Partee,Mr,governor,19790320
Teeters,Ms,governor,19790320
Wallich,Mr,governor,19790320
Guffey,Mr,president,19790320
Morris,Mr,president,19790320
Roos,Mr,president,19790320
Winn,Mr,president,19790320
Baughman,Mr,president,19790320
Eastburn,Mr,president,19790320
Altmann,Mr,secretary,19790320
Bernard,Mr,assistant secretary,19790320
Mannion,Mr,assistant general counsel,19790320
Axilrod,Mr,economist,19790320
Brandt,Mr,associate economist,19790320
Ettin,Mr,associate economist,19790320
Henry,Mr,associate economist,19790320
Keir,Mr,associate economist,19790320
Keran,Mr,associate economist,19790320
Kichline,Mr,associate economist,19790320
Scheld,Mr,associate economist,19790320
Truman,Mr,associate economist,19790320
Zeisel,Mr,associate economist,19790320
Holmes,Mr,manager,19790320
Pardee,Mr,deputy manager for foreign operations,19790320
Sternlight,Mr,deputy manager for domestic operations,19790320
Coyne,Mr,assistant to the board of governors,19790320
Kalchbrenner,Mr,associate director,19790320
Farar,Ms,economist,19790320
Deck,Ms,staff assistant,19790320
Gainor,Mr,first vice president,19790320
Mcintosh,Mr,first vice president,19790320
Balbach,Mr,senior vice president,19790320
J Davis,Mr,senior vice president,19790320
Eisenmenger,Mr,senior vice president,19790320
Broaddus,Mr,vice president,19790320
Burns,Mr,vice president,19790320
Danforth,Mr,vice president,19790320
T Davis,Mr,vice president,19790320
Fousek,Mr,vice president,19790320
Mullineaux,Mr,vice president,19790320
Clarkin,Ms,securities trading officer,19790320
