Clean Names,Greeting,Position,date
Greenspan,Mr,chairman,20010821
McDonough,Mr,vice chairman,20010821
Ferguson,Mr,governor,20010821
Gramlich,Mr,governor,20010821
Hoenig,Mr,president,20010821
Kelley,Mr,governor,20010821
Meyer,Mr,governor,20010821
Minehan,Ms,president,20010821
Moskow,Mr,president,20010821
Poole,Mr,president,20010821
Jordan,Mr,president,20010821
Mcteer,Mr,president,20010821
Santomero,Mr,president,20010821
Stern,Mr,president,20010821
Broaddus,Mr,president,20010821
Guynn,Mr,president,20010821
Parry,Mr,president,20010821
Kohn,Mr,secretary and economist,20010821
Bernard,Mr,deputy secretary,20010821
Gillum,Mr,assistant secretary,20010821
Mattingly,Mr,general counsel,20010821
Baxter,Mr,deputy general counsel,20010821
Johnson,Ms,economist,20010821
Reinhart,Mr,economist,20010821
Stockton,Mr,economist,20010821
Fuhrer,Mr,associate economist,20010821
Cumming,Ms,associate economist,20010821
Hakkio,Mr,associate economist,20010821
Howard,Mr,associate economist,20010821
Hunter,Mr,associate economist,20010821
Lindsey,Mr,associate economist,20010821
Rasche,Mr,associate economist,20010821
Slifman,Mr,associate economist,20010821
Wilcox,Mr,associate economist,20010821
Kos,Mr,system open market account manager,20010821
Smith,Ms,assistant to the board,20010821
Ettin,Mr,deputy director,20010821
Simpson,Mr,senior adviser,20010821
Madigan,Mr,associate director,20010821
Oliner,Mr,associate director,20010821
Struckmeyer,Mr,associate director,20010821
Helkie,Mr,assistant director,20010821
Whitesell,Mr,assistant director,20010821
Skidmore,Mr,special assistant to the board,20010821
Kumasaka,Mr,assistant economist,20010821
Low,Ms,open market secretariat assistant,20010821
Browne,Ms,executive vice president,20010821
Eisenbeis,Mr,senior vice president,20010821
Lacker,Mr,senior vice president,20010821
Mester,Ms,senior vice president,20010821
Rosenblum,Mr,senior vice president,20010821
Sniderman,Mr,senior vice president,20010821
Hargraves,Ms,vice president,20010821
Judd,Mr,vice president,20010821
Weber,Mr,senior research officer,20010821
