Clean Names,Greeting,Position,date
Burns,Mr,chairman,19770419
Volcker,Mr,vice chairman,19770419
Coldwell,Mr,president,19770419
Gardner,Mr,governor,19770419
Guffey,Mr,president,19770419
Jackson,Mr,governor,19770419
Lilly,Mr,governor,19770419
Mayo,Mr,president,19770419
Morris,Mr,president,19770419
Partee,Mr,governor,19770419
Roos,Mr,president,19770419
Wallich,Mr,governor,19770419
Baughman,Mr,president,19770419
Eastburn,Mr,president,19770419
Winn,Mr,president,19770419
Black,Mr,president,19770419
Kimbrel,Mr,president,19770419
Willes,Mr,president,19770419
Broida,Mr,secretary,19770419
Altman,Mr,deputy secretary,19770419
Bernard,Mr,assistant secretary,19770419
Oconnell,Mr,general counsel,19770419
Axilrod,Mr,economist,19770419
Balbach,Mr,associate economist,19770419
R Davis,Mr,associate economist,19770419
T Davis,Mr,associate economist,19770419
Ettin,Mr,associate economist,19770419
Kichline,Mr,associate economist,19770419
Reynolds,Mr,associate economist,19770419
Scheld,Mr,associate economist,19770419
Truman,Mr,associate economist,19770419
Zeisel,Mr,associate economist,19770419
Pardee,Mr,deputy manager for foreign operations,19770419
Sternlight,Mr,deputy manager for domestic operations,19770419
Hudson,Mr,assistant to the chairman,19770419
Coyne,Mr,assistant to the board of governors,19770419
Keir,Mr,assistant to the board of governors,19770419
Farar,Ms,economist,19770419
Deck,Ms,staff assistant,19770419
Boehne,Mr,senior vice president,19770419
J Davis,Mr,senior vice president,19770419
Eisenmenger,Mr,senior vice president,19770419
Brandt,Mr,vice president,19770419
Broaddus,Mr,vice president,19770419
Burns,Mr,vice president,19770419
Keran,Mr,vice president,19770419
Sandberg,Mr,assistant vice president,19770419
Kareken,Mr,economic adviser,19770419
