Clean Names,Greeting,Position,date
Bernanke,Mr,chairman,20130501
Dudley,Mr,vice chairman,20130501
Bullard,Mr,president,20130501
Duke,Ms,governor,20130501
Evans,Mr,president,20130501
George,Ms,president,20130501
Powell,Mr,governor,20130501
Raskin,Ms,governor,20130501
Rosengren,Mr,president,20130501
Stein,Mr,governor,20130501
Tarullo,Mr,governor,20130501
Yellen,Ms,president,20130501
Cumming,Ms,first vice president,20130501
Fisher,Mr,president,20130501
Kocherlakota,Mr,president,20130501
Pianalto,Ms,president,20130501
Plosser,Mr,president,20130501
Lacker,Mr,president,20130501
Lockhart,Mr,president,20130501
Williams,Mr,president,20130501
Danker,Mr,deputy secretary,20130501
Luecke,Mr,assistant secretary,20130501
Skidmore,Mr,assistant secretary,20130501
Smith,Ms,assistant secretary,20130501
Alvarez,Mr,general counsel,20130501
Kamin,Mr,economist,20130501
Wilcox,Mr,economist,20130501
Connors,Mr,associate economist,20130501
Davig,Mr,associate economist,20130501
Leahy,Mr,associate economist,20130501
Meyer,Mr,associate economist,20130501
Reifschneider,Mr,associate economist,20130501
Sullivan,Mr,associate economist,20130501
Wascher,Mr,associate economist,20130501
Potter,Mr,system open market account manager,20130501
Gibson,Mr,director,20130501
Clouse,Mr,deputy director,20130501
Nelson,Mr,deputy director,20130501
Lehnert,Mr,deputy director,20130501
Faust,Mr,special adviser to the board,20130501
Robertson,Ms,assistant to the board,20130501
Carpenter,Mr,senior associate directgor,20130501
Zickler,Ms,senior adviser,20130501
Kiley,Mr,associate director,20130501
Laubach,Mr,associate director,20130501
Bowman,Mr,deputy associate director,20130501
Sharpe,Mr,assistant director,20130501
Stevens,Mr,assistant director,20130501
Wei,Mr,assistant director,20130501
Damico,Ms,senior economist,20130501
Williams,Mr,records project manager,20130501
Montgomery,Mr,first vice president,20130501
Altig,Mr,executive vice president,20130501
Fuhrer,Mr,executive vice president,20130501
Mester,Ms,executive vice president,20130501
Logan,Ms,senior vice president,20130501
Schweitzer,Mr,senior vice president,20130501
Furlong,Mr,group vice president,20130501
Koenig,Mr,vice president,20130501
Wheelock,Mr,vice president,20130501
Hetzel,Mr,senior economist,20130501
Tambalotti,Mr,senior economist,20130501
Heathcote,Mr,senior research economist,20130501
