Clean Names,Greeting,Position,date
Burns,Mr,chairman,19770315
Volcker,Mr,vice chairman,19770315
Coldwell,Mr,president,19770315
Gardner,Mr,governor,19770315
Guffey,Mr,president,19770315
Jackson,Mr,governor,19770315
Lilly,Mr,governor,19770315
Mayo,Mr,president,19770315
Morris,Mr,president,19770315
Partee,Mr,governor,19770315
Roos,Mr,president,19770315
Wallich,Mr,governor,19770315
Balles,Mr,president,19770315
Baughman,Mr,president,19770315
Eastburn,Mr,president,19770315
Winn,Mr,president,19770315
Black,Mr,president,19770315
Kimbrel,Mr,president,19770315
Broida,Mr,secretary,19770315
Altman,Mr,deputy secretary,19770315
Bernard,Mr,assistant secretary,19770315
Oconnell,Mr,general counsel,19770315
Axilrod,Mr,economist,19770315
Balbach,Mr,associate economist,19770315
T Davis,Mr,associate economist,19770315
Ettin,Mr,associate economist,19770315
Kichline,Mr,associate economist,19770315
Reynolds,Mr,associate economist,19770315
Scheld,Mr,associate economist,19770315
Truman,Mr,associate economist,19770315
Zeisel,Mr,associate economist,19770315
Holmes,Mr,manager system open market account,19770315
Pardee,Mr,deputy manager for foreign operations,19770315
Sternlight,Mr,deputy manager for domestic operations,19770315
Hudson,Mr,assistant to the chairman,19770315
Coyne,Mr,assistant to the board of governors,19770315
Keir,Mr,assistant to the board of governors,19770315
Farar,Ms,economist,19770315
Deck,Ms,staff assistant,19770315
Van nice,Mr,first vice president,19770315
Boehne,Mr,senior vice president,19770315
Davis,Mr,senior vice president,19770315
Parthemos,Mr,senior vice president,19770315
Brandt,Mr,vice president,19770315
Burns,Mr,vice president,19770315
Fieleke,Mr,vice president,19770315
Fousek,Mr,vice president,19770315
Keran,Mr,vice president,19770315
Kareken,Mr,economic adviser,19770315
Meek,Mr,monetary adviser,19770315
